唐诗-七言古诗,陈子昂,《登幽州台歌》,前不见古人，后不见来者。D念天地之悠悠，独怆然而涕下。DDD,【注解】：D1.幽州台：即黄金台，又称蓟北楼，故址在今北京市大兴。燕昭王为招纳天下贤士而建。D2.前：向前看。D3.古人、来者：那些能够礼贤下士的贤明君主。指：燕昭王D4.念：想到。D5.悠悠：形容时间的久远和空间的广大。D6.怆然：悲伤的样子。D7.涕：古时指眼泪，此指流泪。涕下:流眼泪DDD【韵译】：D先代的圣君，我见也没见到，D后代的明主，要等到什么时候？D想到宇宙无限渺远，我深感人生短暂，D独自凭吊，我涕泪纵横凄恻悲愁！D【意译】D回头看看哪有古代贤明君主的踪影，放眼望去也不见一个礼贤下士的君主，我真是生不逢时啊。想到天悠悠而高远、地悠悠而广袤的天地之间，我独自忧伤啊，让人禁不住泪流满面沾湿了衣襟！DDD【评析】：D       诗人具有政治见识和政治才能，他直言敢谏，但没有被武则天所采纳，屡受打击，心情郁郁悲愤。诗写登上幽州的蓟北楼远望，悲从中来，并以“山河依旧，人物不同”来抒发自己“生不逢辰”的哀叹。语言奔放，富有感染力。在艺术表现上，前两句是俯仰古今，写出时间的绵长；第三句登楼眺望，写空间的辽阔无限；第四句写诗人孤单悲苦的心绪。这样前后相互映照，格外动人。句式长短参错，音节前紧后舒，这样抑扬变化，互相配合，大大增强了艺术感染力。
D唐诗-五言律诗,王维,《过香积寺》,不知香积寺，数里入云峰。D古木无人径，深山何处钟。D泉声咽危石，日色冷青松。D薄暮空潭曲，安禅制毒龙。DDD,【注解】：D１、薄暮两句：因寺旁空潭而想到毒龙的故事；安禅：指心安然入于清寂宁静之境；D毒龙：这里是机心妄想的意思。DDD【韵译】：D早闻香积寺盛名，却不知在此山中；D入山数里，登上了高入云天的山峰。D这儿古木参天，根本没有行人路径；D深山中，何处传来隐隐约约的寺钟。D俯听危石的流泉，轻轻地抽泣哽咽；D山高林密不透日影，松荫寒气犹浓。D日已将暮，我伫立在空寂的清潭边，D有如禅定身心安然，一切邪念皆空。DDD【评析】：D       这是一首写游览的诗，主要在于描写景物。题意在写山寺，但并不正面描摹，而用侧写环境，来表现山寺之幽胜。“云峰”、“古木”、“深山”、“危石”、“青松”、“空潭”，字字扣合寺院身分。最后看到深潭已空，想到《涅经》中所说的其性暴烈的毒龙已经制服，喻指僧人之机心妄想已被制服，不觉又悟到禅理的高深。全诗不写寺院，而寺院已在其中。构思奇妙、炼字精巧。“泉声咽危石，日色冷青松，”历代被誉为炼字典范。
D唐诗-五言律诗,王维,《送梓州李使君》,万壑树参天，千山响杜鹃。D山中一夜雨，树杪百重泉。D汉女输橦布，巴人讼芋田。D文翁翻教授，不敢倚先贤。DD,【注解】：D１、文翁：汉景时为郡太守，政尚宽宏，见蜀地僻陋，乃建造学宫，诱育人才，使巴D蜀日渐开化。D２、翻：翻然改图之翻。这两句，纪昀说是“不可解”。赵殿成说是“不敢，当是敢D不之论”。高眇瀛云：“末二句言文翁教化至今已衰，当更翻新以振起之，不敢D倚先贤成绩而泰然无为也。此相勉之意，而昔人以为此二句不可解，何邪？”赵、D高二说中，赵说似可采。DDD【韵译】：D梓州一带千山万壑尽是大树参天，D山连着山到处可听到悲鸣的杜鹃。D山里昨晚不停地下了透夜的春雨，D树梢淅淅沥沥活象泻着百道清泉。D蜀汉妇女以花织成的布来纳税，D巴郡农民常为农田之事发生讼案。D但愿你重振文翁的精神办学教化，D不可倚仗先贤的遗泽清静与偷闲。DDD【评析】：D       这是一首投赠诗，送友人李使君赴梓州上任。诗以即景生情，抒发惜别心绪，也兼写蜀中的风景土俗。开头四句写梓州山林奇胜；五、六两句写“汉女巴人”之风俗；七、八句以汉景帝时蜀郡太守文翁比拟李使君；寓意不能因为此地僻陋，人民难治而改变文翁教化之策。诗的情绪积极开朗，格调高远，前半首尤胜，是唐诗中写送别的名篇之一。
D唐诗-五言律诗,王维,《汉江临泛》,楚塞三湘接，荆门九派通。D江流天地外，山色有无中。D郡邑浮前浦，波澜动远空。D襄阳好风日，留醉与山翁。DDD,【注解】：D１、楚塞：楚国的边界。战国时这一带本为楚地。D２、三湘：漓湘、潇湘、蒸湘的总称，在今湖南境内。D３、山翁：指晋代山简、竹林七贤山涛之子。曾任征南将军，好饮，每饮必醉。DDD【韵译】：D汉水流经楚塞，又接连折入三湘；D荆门汇合九派支流，与长江相通。D汉水浩瀚，好象是流到天地之外；D山色朦朦胧胧，远在虚无漂缈中。D沿江的郡邑，恰似浮在水面之上；D水天相接的边际，波涛激荡滚动。D襄阳的风景，确实叫人陶醉赞叹；D我愿留在此地，陪伴常醉的山翁。DDD【评析】：D       诗主要写泛游汉水的见闻，咏叹汉水之浩渺。首联写汉水雄浑壮阔的景色，由楚入湘，与长江九派汇合，为全诗渲染气氛。颔联写汉水的流长邈远，山色迷烘托了江势的浩瀚空阔。颈联写郡邑和远空的“浮动”，渲染磅礴的水势。末联引出曾任征南将军镇守襄阳的晋人山简的故事，表明对襄阳风物的热爱之情。全诗格调清新，意境优美，在描绘景色中，充满了乐观情绪，给人以美的享受。“江流天地外，山色有无中”历来为人们所传诵，不愧为千古佳句。
D唐诗-五言律诗,王维,《终南别业》,中岁颇好道，晚家南山陲。D兴来每独往，胜事空自知。D行到水穷处，坐看云起时。D偶然值林叟，谈笑无还期。DDD,【注解】：D１、胜事：快意的事。D２、值：遇见；D３、林叟：乡村的老人。D４、无还期：无一定时间。DDD【韵译】：D中年以后存有较浓的好道之心，D直到晚年才安家于终南山边陲。D兴趣浓时常常独来独往去游玩，D有快乐的事自我欣赏自我陶醉。D间或走到水的尽头去寻求源流，D间或坐看上升的云雾千变万化。D偶然在林间遇见个把乡村父老，D偶与他谈笑聊天每每忘了还家。DDD【评析】：D       这首诗意在极写隐居终南山之闲适怡乐，随遇而安之情。第一联叙述自己中年以后就厌恶世俗而信奉佛教。第二联写诗人的兴致和欣赏美景时的乐趣。第三联写心境闲适，随意而行，自由自在。最后一联进一步写出悠闲自得的心情。“偶然”遇“林叟”，便“谈笑”“无还期”了，写出了诗人淡逸的天性和超然物外的风采。对句既纯属自然，又含隐哲理。凝炼至此，实乃不易。
D唐诗-五言律诗,孟浩然,《临洞庭上张丞相》,八月湖水平，涵虚混太清。D气蒸云梦泽，波撼岳阳城。D欲济无舟楫，端居耻圣明。D坐观垂钓者，徒有羡鱼情。DD,【注解】：D１、张丞相：指张九龄。D２、涵虚：包含天空，指天倒映在水中。D３、混太清：与天混成一体。D４、云梦泽：古时云泽和梦泽指湖北南部，湖南北部一代低洼地区。D５、济：渡。D６、端居：安居。DDD【韵译】：D八月洞庭湖水盛涨浩渺无边，D水天含混迷迷接连太空。D云梦二泽水气蒸腾白白茫茫，D波涛汹涌似乎把岳阳城撼动。D我想渡水苦于找不到船与桨，D圣明时代闲居委实羞愧难容。D闲坐观看别人辛勤临河垂钓，D只能白白羡慕别人得鱼成功。DDD【评析】：D       这是一首“干禄”诗。所谓“干禄”，即是向达官贵人呈献诗文，以求引荐录用。玄宗开元二十一年（７３３），张九龄为丞相，作者西游长安，以此诗献之，以求录用。诗前半泛写洞庭波澜壮阔，景色宏大，象征开元的清明政治。后半即景生情，抒发个人进身无路，闲居无聊的苦衷，表达了急于用世的决心。全诗颂对方，而不过分；乞录用，而不自贬，不亢不卑，十分得体。
D唐诗-五言律诗,孟浩然,《与诸子登岘山》,人事有代谢，往来成古今。D江山留胜迹，我辈复登临。D水落鱼梁浅，天寒梦泽深。D羊公碑尚在，读罢泪沾巾。DD,【注解】：D１、代谢：交替，轮换。D２、胜迹：指上述堕泪碑。D３、鱼梁：鱼梁洲，其地也在襄阳。DDD【韵译】：D人间世事不停地交替变换，D一代接一代永远今来古往。D江山保留着历代有名胜迹，D而今我们又重新登临观赏。D冬末水位降低了渔塘很浅，D天寒云梦泽更加深湛浩荡。D羊祜堕泪碑依然巍峨矗立，D读罢碑文泪沾襟无限感伤。DDD【评析】：D       诗意在吊古感今，开首二句揭题。第三句的“江山胜迹”照应“人事代谢”；第四句的“我辈登临”照应“往来古今”极为粘合；五、六两句写登临所见；最后二句扣实，真有“千里来龙，到此结穴”之妙。诗的前半具有一定的哲理性，后半描写景物，富有形象，充满激情。语言通俗易懂，感情真挚动人。
D唐诗-五言律诗,孟浩然,《宴梅道士山房》,林卧愁春尽，搴帷见物华。D忽逢青鸟使，邀入赤松家。D金灶初开火，仙桃正发花。D童颜若可驻，何惜醉流霞。DD,【注解】：D１、青鸟：神话中鸟名，西王母使者。这里指梅道士。D２、赤松：赤松子，传说中的仙人。这里也指梅道士。D３、金灶：道家炼丹的炉灶。D４、仙桃：传说西王母曾以仙桃赠汉武帝，称此桃三千年才结实。D５、童颜两句：意谓如果仙酒真能使容颜不老，那就不惜一醉。流霞：仙酒名。李商D隐《武夷山诗》：“只得流霞酒一杯。”这里也指醉颜。DDD【韵译】：D高卧林下正愁着春光将尽，D掀开帘幕观赏景物的光华。D忽然遇见传递信件的使者，D原是赤松子邀我访问他家。D炼丹的金炉灶刚刚生起火，D院苑中的仙桃也正好开花。D如果仙人真可以保住童颜，D何惜醉饮返老还童的流霞。DDD【评析】：D       诗以隐士身分而宴于梅道士山房，因而借用了金灶、仙桃、驻颜、流霞等术语和运用青鸟、赤松子等典故，描述了道士山房的景物，赋予游仙韵味，流露了向道之意。
D唐诗-五言律诗,孟浩然,《岁暮归南山》,北阙休上书，南山归敝庐。D不才明主弃，多病故人疏。D白发催年老，青阳逼岁除。D永怀愁不寐，松月夜窗虚。DDD,【注解】：D１、北阙：《汉书·高帝纪》注：“尚书奏事，渴见之徒，皆诣北阙。”D２、青阳句：意谓新春将到，逼得旧年除去，青阳：指春天。D３、虚：空寂。DDD【韵译】：D我已停止在宫廷北门请求谒见，D归隐到南山中我那破旧的草庐。D因为我缺少才干方被明主遗弃，D由于我穷途多病故友往来渐疏。D时光流逝头上的白发催人衰老，D岁月无情新春逼迫着旧岁消除。D胸中常萦怀愁绪彻夜不能入寐，D窗前松下一片月光增加了空虚。DDD【评析】：D       玄宗开元十六年（７２８）诗人到长安应试落第，心情很苦闷。他自恃文章好，又得到王维、张九龄的延誉，颇有声名，以为可以仁途畅达。不料落第，使他大为苦恼，只好归隐。《新唐书·孟浩然传》记载：王维曾邀孟浩然入内署，俄而玄宗至，浩然匿床下，维以实对。帝命其出，并问其诗，浩然乃自诵所作，至“不才明主弃”句，玄宗日：卿不求仕而朕未尝弃卿，奈何诬我。因放还。此诗系诗人归隐之作，诗中发泄了一种怨悱之情。起首二句记事，叙述停止追求仕进，归隐南山；三、四句说理，抒发怀才不遇的感慨；五、六句写景，自叹虚度年华，壮志难酬；最后两句阐发愁寂空虚之情。全诗语言丰富，层层辗转反复，风格悠远深厚，读来韵味无穷。
D唐诗-五言律诗,孟浩然,《过故人庄》,故人具鸡黍，邀我至田家。D绿树村边合，青山郭外斜。D开轩面场圃，把酒话桑麻。D待到重阳日，还来就菊花。DD,【注解】：D１、过：拜访。D２、具：准备。D３、场圃：农家的小院。D４、就：赴。这里指欣赏的意思。DDD【韵译】：D老友备好了黄米饭和烧鸡，D邀我做客到他朴实的田家。D村子外边是一圈绿树环抱，D郊外是苍翠的小山包平斜。D推开窗户迎面是田地场圃，D把酒对饮闲聊着耕作桑麻。D等到九月重阳节的那一天，D再一次来品尝菊花酒好啦！DDD【评析】：D       这是一首田园诗，描写农家恬静闲适的生活情景，也写老朋友的情谊。诗由“邀”到“至”到“望”又到“约”一径写去，自然流畅。语言朴实无华，意境清新隽永。
D唐诗-五言律诗,孟浩然,《秦中感秋寄远上人》,一丘常欲卧，三径苦无资。D北土非吾愿，东林怀我师。D黄金燃桂尽，壮志逐年衰。D日夕凉风至，闻蝉但益悲。DDD,【注解】：D１、三径：王莽专权时，兖州刺史蒋诩辞官回乡，于院中辟三径，唯与求仲、羊仲来D往。晋陶渊明曾渭高朋曰：“聊欲弦歌以为三径之资可乎？”后多以三径指退隐D家园。DDD【韵译】：D我常常愿隐居小丘醉卧林泉，D想回到旧的家园又苦于无钱。D久住北方求仕并非我的心愿，D我怀念的是东林寺高僧名远。D长安米珠薪桂生活如同销金，D壮志逐年衰退事业与我无缘。D日色已晚阵阵凉风轻轻拂面，D听到秋蝉吟唱心中更加悲怨。DDD【评析】：D       此诗或以为崔国辅所作。这是一首抒情诗，是作者在长安落第之后写的，寄给名叫远的僧人，报告客居逢秋的苦情，诉说欲隐无处，欲仕非愿，进退两难之苦。诗充满了失意、悲哀与追求归隐的情绪。诗的特点在于直抒胸臆。开头写自己之所欲，但苦于“无资”，想从仕，又非所愿，于是记怀“东林”“我师”。壮志不能实现，自然就衰颓，于是对凉风、闻蝉声，就要“益悲”了。这种不加润色的白描手法，抒发了内心悲苦，读来觉得明朗直爽。
D唐诗-五言律诗,孟浩然,《宿桐庐江寄广陵旧游》,山暝听猿愁，沧江急夜流。D风鸣两岸叶，月照一孤舟。D建德非吾土，维扬忆旧游。D还将两行泪，遥寄海西头。DDD,【注解】：D１、沧江：同“苍江”D２、建德：今属浙江，居桐江上游。D３、非吾土：王粲《登楼赋》：“虽信美而非吾土兮。”D４、维扬：即扬州。D５、海西头：扬州近海，故日海西头。DDD【韵译】：D山色昏暗听到猿声使人生愁，D桐江苍茫夜以继日向东奔流。D两岸风吹树动枝叶沙沙作响，D月光如水映照江畔一叶孤舟。D建德风光虽好却非我的故土，D我仍然怀念扬州的故交老友。D相忆相思我抑不住涕泪两行，D遥望海西头把愁思寄去扬州。DDD【评析】：D       这是旅中寄友诗。全诗写江上景色和旅途悲愁，表现他乡虽好终不及故土之意，流露出奔波不定、颇不得志之情。开头两句有造作雕琢感。“急夜流”三字，若直说“夜急流”更顺畅得多。然而三、四两句“风鸣两岸叶，月照一孤舟”却是随手拈来，清新诱人，江上夜色，如置眼前，足见诗人何等大手笔。诗的前半写景，后半写情，以景生情，情随景致，景情揉合，景切情深，撩人情思。
D唐诗-五言律诗,孟浩然,《留别王维》,寂寂竟何待，朝朝空自归。D欲寻芳草去，惜与故人违。D当路谁相假，知音世所稀。D只应守寂寞，还掩故园扉。DD,【注解】：D１、违：分离。D２、当路：当权者；D３、假：宽假，优容的意思。DDD【韵译】：D这样寂寞无聊还有什么可待？D天天碌碌无为独自空手而归。D我想归隐山林去寻芳馨花卉，D但又珍惜友情不愿分手相违。D如今当权者们谁肯提携我辈，D世上要寻知音实在寥寥无几。D或许今生今世命合空守寂寞，D还是回家关闭我的故园门扉。DDD【评析】：D       这首诗应是作者离长安时的作品，主诉怨悱。首联直接说出自归。颔联则写题意“惜别”，颈联说明自归之故──乃是知音既少，当道不用，此时不走，更待何时。以失意后的牢骚贯穿全诗。语言平淡朴实，近于口语，不讲究对偶，顺其自然。
